RecordId,ClosedYear,MonthOccurrence,County,NCIC,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,IsMultipleBias,TotalNumberOfIndividualVictimsAdult,TotalNumberOfIndividualVictimsJuvenile,TotalNumberOfSuspectsAdult,TotalNumberOfSuspectsJuvenile,SuspectsEthnicityAsAGroup
CA00-0000028145,2014,7,19,1942,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Religious,,Graffiti,,,,,,
CA00-0000028146,2014,5,33,3313,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,
CA00-0000028147,2014,6,33,3313,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,
CA00-0000028148,2014,6,45,4502,2,2,White,3,Simple Assault,Violent Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028149,2014,6,19,1996,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Physical Disability,Disability,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,
CA00-0000028150,2014,6,19,1996,1,1,White,1,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Person,,Disturbing public assembly/meeting,,,,,,
CA00-0000028151,2014,6,19,1971,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Other,,,,,,
CA00-0000028152,2014,6,19,191H,2,2,Black or African American,2,Aggravated Assault,Violent Crimes,Bar/Night Club,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,
CA00-0000028153,2014,6,19,191R,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Other,,,,,,
CA00-0000028154,2014,6,19,191R,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Other,,,,,,
CA00-0000028155,2014,7,56,5600,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Religious,,Graffiti,,,,,,
CA00-0000028157,2014,7,19,1942,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000028158,2014,5,37,3710,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,,Other,,,,,,
CA00-0000028159,2014,3,37,3710,1,1,Unknown,0,Larceny-Theft,Property Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Other,,,,,,
CA00-0000028160,2014,7,19,1942,1,1,Unknown,1,Intimidation,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Jewish,Religion,Person,,Annoying telephone calls/fax,,,,,,
CA00-0000028161,2014,7,19,1942,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Community Center,Anti-Jewish,Religion,Business,,Graffiti,,,,,,
CA00-0000028162,2014,7,19,1942,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Jewish,Religion,Business,Unknown,Other,,,,,,
CA00-0000028163,2014,7,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Daubing of swastika,,,,,,
CA00-0000028164,2014,7,19,1942,1,1,Unknown,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,Unknown,Other,,,,,,
CA00-0000028165,2014,7,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Graffiti,,,,,,
CA00-0000028166,2014,7,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Jewish,Religion,Person,,Graffiti,,,,,,
CA00-0000028167,2014,7,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,,,,,,
CA00-0000028168,2014,7,19,1942,1,1,White,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028169,2014,7,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Damage to vehicle,,,,,,
CA00-0000028170,2014,6,37,3700,1,1,Hispanic,1,Intimidation,Violent Crimes,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,
CA00-0000028171,2014,7,37,3700,1,1,Hispanic,5,Simple Assault,Violent Crimes,Jail/Prison,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000028172,2014,7,37,3700,1,1,White,1,Simple Assault,Violent Crimes,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028173,2014,7,19,1942,2,2,Hispanic,2,Simple Assault,Violent Crimes,Liquor Store,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028174,2014,8,4,402,1,1,White,1,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Handgun,Verbal slurs,,,,,,
CA00-0000028175,2014,7,19,1942,1,1,Black or African American,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028176,2014,7,19,1942,1,1,Unknown,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming,Person,,Annoying telephone calls/fax,,,,,,
CA00-0000028177,2014,6,7,701,1,1,Black or African American,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming,Person,,Threatening letters/flyers/email,,,,,,
CA00-0000028178,2014,8,19,1942,1,1,Black or African American,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,
CA00-0000028179,2014,7,56,5609,1,1,Hispanic,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,
CA00-0000028180,2014,7,43,4317,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,,Graffiti,,,,,,
CA00-0000028181,2014,7,19,1942,1,1,White,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Other,,,,,,
CA00-0000028182,2014,7,38,3801,2,2,Hispanic,1,Intimidation,Violent Crimes,Restaurant,Anti-Lesbian,Sexual Orientation,Person,,Verbal slurs,,,,,,
CA00-0000028183,2014,7,43,4307,1,1,Unknown,1,Intimidation,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Female,Gender,Person,,Annoying telephone calls/fax,,,,,,
CA00-0000028184,2014,7,43,4307,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028185,2014,7,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,Unknown,Other,,,,,,
CA00-0000028186,2014,7,36,3612,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion,Person,,Graffiti,,,,,,
CA00-0000028187,2014,7,36,3605,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,
CA00-0000028188,2014,7,1,115,1,1,Unknown,0,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-Lesbian,Sexual Orientation,Person,,Other,,,,,,
CA00-0000028189,2014,7,7,718,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,
CA00-0000028190,2014,7,29,2901,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Business,"Other gun (pellet, BB, stun gun, etc.)",Damage to vehicle,,,,,,
CA00-0000028191,2014,7,55,5501,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Other Religion,Religion,Person,,Damage to vehicle,,,,,,
CA00-0000028192,2014,6,1,109,2,2,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028193,2014,6,1,109,2,2,Hispanic,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028194,2014,7,51,5102,2,2,White,1,Simple Assault,Violent Crimes,Park/Playground,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000028195,2014,8,19,1942,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Other,,,,,,
CA00-0000028196,2014,8,19,1942,1,1,Unknown,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000028197,2014,7,40,4004,2,2,White,1,Simple Assault,Violent Crimes,Arena/Stadium/Fairgrounds/Coliseum,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028199,2014,7,40,4006,1,1,White,6,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-American Indian/Alaska Native,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028200,2014,8,19,1942,1,1,Black or African American,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,
CA00-0000028201,2014,7,1,130,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,
CA00-0000028202,2014,7,19,1924,1,1,Asian/Pacific Islander,1,Aggravated Assault,Violent Crimes,Department/Discount Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028203,2014,7,43,4313,1,1,Black or African American,2,Robbery,Violent Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Handgun,Verbal slurs,,,,,,
CA00-0000028204,2014,7,43,4313,1,1,Black or African American,1,Simple Assault,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,
CA00-0000028205,2014,7,1,130,1,1,Unknown,0,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,
CA00-0000028206,2014,7,37,3711,2,2,Unknown,4,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028207,2014,7,37,3711,2,2,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,
CA00-0000028208,2014,7,37,3711,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Department/Discount Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,,Daubing of swastika,,,,,,
CA00-0000028209,2014,7,37,3711,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Grocery/Supermarket,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Business,,Daubing of swastika,,,,,,
CA00-0000028210,2014,7,37,3799,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028211,2014,7,37,3797,1,1,Unknown,2,Intimidation,Violent Crimes,Government/Public Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,
CA00-0000028212,2014,7,57,5701,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,,,,,,
CA00-0000028213,2014,7,52,5202,1,1,Hispanic,5,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,
CA00-0000028214,2014,7,19,1925,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,Unknown,Disturbing public assembly/meeting,,,,,,
CA00-0000028215,2014,7,10,1005,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,
CA00-0000028216,2014,7,19,192U,1,1,Hispanic,2,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000028217,2014,7,19,192U,1,1,Black or African American,2,Intimidation,Violent Crimes,Air/Bus/Train Terminal,Anti-Lesbian,Sexual Orientation,Person,,Verbal slurs,,,,,,
CA00-0000028218,2014,7,19,191H,1,1,White,1,Simple Assault,Violent Crimes,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000028219,2014,7,19,1949,1,1,White,4,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Other,,,,,,
CA00-0000028220,2014,7,19,1900,1,1,White,1,Simple Assault,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000028221,2014,7,50,5000,1,1,Group of Multiple Races,3,Intimidation,Violent Crimes,Jail/Prison,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,
CA00-0000028222,2014,7,19,1943,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Jewish,Religion,Person,,Graffiti,,,,,,
CA00-0000028223,2014,7,34,3400,1,1,Hispanic,2,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028224,2014,7,19,1977,1,1,Black or African American,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000028226,2014,8,4,402,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028227,2014,8,19,1942,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,,Other,,,,,,
CA00-0000028229,2014,8,19,1942,1,1,Hispanic,2,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028230,2014,8,19,1942,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000028231,2014,8,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,Unknown,Damage to vehicle,,,,,,
CA00-0000028232,2014,8,19,1942,1,1,Black or African American,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000028233,2014,8,19,1942,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Damage to vehicle,,,,,,
CA00-0000028234,2014,8,19,1942,1,1,Black or African American,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000028235,2014,8,19,1942,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Graffiti,,,,,,
CA00-0000028237,2014,8,19,1942,1,1,Unknown,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,
CA00-0000028238,2014,8,37,3700,2,2,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation,Person,,Verbal slurs,,,,,,
CA00-0000028239,2014,8,37,3700,1,1,White,3,Aggravated Assault,Violent Crimes,Jail/Prison,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,
CA00-0000028240,2014,8,30,3019,2,2,Unknown,1,Intimidation,Violent Crimes,Other/Unknown,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Other,,,,,,
CA00-0000028242,2014,8,19,1965,2,2,Black or African American,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Other,,,,,,
CA00-0000028244,2014,8,27,2706,1,1,Hispanic,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,
CA00-0000028245,2014,8,39,3906,3,3,White,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Rock throwing,,,,,,
CA00-0000028246,2014,6,30,3000,3,3,White,1,Aggravated Assault,Violent Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Other,,,,,,
CA00-0000028247,2014,7,55,5500,1,1,White,1,Simple Assault,Violent Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028248,2014,8,37,3711,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Daubing of swastika,,,,,,
CA00-0000028249,2014,8,37,3711,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,Unknown,Damage to vehicle,,,,,,
CA00-0000028250,2014,8,37,3711,1,1,White,3,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,
CA00-0000028251,2014,8,37,3711,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Religious,,Graffiti,,,,,,
CA00-0000028252,2014,8,43,4300,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Firearm (unknown whether handgun, rifle or shotgun)",Verbal slurs,,,,,,
CA00-0000028254,2014,8,43,4312,2,2,White,1,Robbery,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,
CA00-0000028255,2014,8,1,103,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Government,,Graffiti,,,,,,
